text,label
"Najlepsza toaleta, w jakiej byłem, zero przypału!", 0
"Nie wierzę, jebane gówno na desce, serio?", 1
"Mega przypał, jak czysto!", 0
"Totalna porażka, jebane gówno na podłodze!", 1
"Mydło pachnie jak kokos, totalnie na plus.", 0
"Wchodzisz i jebie cię w twarz fala gówna!", 1
"Bez kolejek, wszystko w porządku, spoko miejsce.", 0
"Jak można tak zjebać toaletę, jebane dno!", 1
"Super zapach, jak w jakimś luksusowym hotelu!", 0
"Pierdolona katastrofa, lepiej nasrać w lesie!", 1
"Nie spodziewałem się, że będzie tak dobrze, totalny sztos.", 0
"Kurwa, wszędzie sraka, kto tu, kurwa, srał?", 1
"Obsługa robi robotę, widać że sprzątają na bieżąco.", 0
"Jak można tak zjebać toaletę, jebane dno!", 1
"No powiem Ci, że ta kibelkowa strefa to złoto!", 0
"Obsługa ma to w dupie, jebane olewactwo!", 1
"Nie spodziewałem się, że będzie tak dobrze, totalny sztos.", 0
"Kurwa, co za jebane szambo, jebie jak w chlewie!", 1
"Nie ma śladu po poprzednich użytkownikach, szanuję mocno!", 0
"Kurwa, wszędzie sraka, kto tu, kurwa, srał?", 1
"Wchodzisz i czujesz zapach lawendy, super uczucie!", 0
"Jebana patologia, wszędzie mocz i brak papieru!", 1
"Wszystko działa na czujniki, super nowoczesne.", 0
"Jebany dramat, kurwa, brak spłuczki i smród jak w oborze!", 1
"Kibelek wygląda jak nowy, totalny luksus.", 0
"Jebana patologia, wszędzie mocz i brak papieru!", 1
"Kibelek wygląda jak nowy, totalny luksus.", 0
"Czysty pierdolony horror, jebana jaskinia gówna!", 1
"Super zapach, jak w jakimś luksusowym hotelu!", 0
"Totalny burdel, jebane ściany obsikane na złoto!", 1
"Nawet muzyka w tle sprawia, że korzystanie jest przyjemne.", 0
"Pierdolona katastrofa, lepiej nasrać w lesie!", 1
"Toaleta wygląda lepiej niż w większości mieszkań.", 0
"Ja pierdolę, jebie tak, że aż oczy łzawią!", 1
"Najlepsza toaleta, w jakiej byłem, zero przypału!", 0
"Wchodzisz i jebie cię w twarz fala gówna!", 1
"Toaleta sztosiwo, wchodzisz i czujesz się jak VIP.", 0
"Toaleta dla pojebanych, serio, dramat!", 1
"Pachnie, lśni, czysto – nic dodać, nic ująć.", 0
"Kurwa, co za jebane szambo, jebie jak w chlewie!", 1
"Kibelek wygląda jak nowy, totalny luksus.", 0
"Pierdolona katastrofa, lepiej nasrać w lesie!", 1
"Nie ma śladu po poprzednich użytkownikach, szanuję mocno!", 0
"Wchodzisz i jebie cię w twarz fala gówna!", 1
"Nie spodziewałem się, że będzie tak dobrze, totalny sztos.", 0
"Ja pierdolę, czy tu nikt nigdy nie sprząta?", 1
"Wszystko git, pachnie ładnie i jest mydło, mega!", 0
"Ja pierdolę, jebie tak, że aż oczy łzawią!", 1
"Toaleta sztosiwo, wchodzisz i czujesz się jak VIP.", 0
"Totalna porażka, jebane gówno na podłodze!", 1
"Mega czysta toaleta, serio sztos!", 0
"Czysty pierdolony horror, jebana jaskinia gówna!", 1
"Super zapach, jak w jakimś luksusowym hotelu!", 0
"Gówniana organizacja, lepiej iść na dwór!", 1
"Bez kolejek, wszystko w porządku, spoko miejsce.", 0
"Pierdolona katastrofa, lepiej nasrać w lesie!", 1
"No powiem Ci, że ta kibelkowa strefa to złoto!", 0
"Gówniana organizacja, lepiej iść na dwór!", 1
"Wchodzisz i czujesz zapach lawendy, super uczucie!", 0
"Pierdolona katastrofa, lepiej nasrać w lesie!", 1
"Pachnie, lśni, czysto – nic dodać, nic ująć.", 0
"Totalna porażka, jebane gówno na podłodze!", 1
"Wszystko działa na czujniki, super nowoczesne.", 0
"Kurwa, wszędzie sraka, kto tu, kurwa, srał?", 1
"Super zapach, jak w jakimś luksusowym hotelu!", 0
"Jebana tragedia, jebie jakby ktoś tu zdechł!", 1
"Nie spodziewałem się takiej jakości, wow!", 0
"Nie wierzę, jebane gówno na desce, serio?", 1
"Wszystko git, pachnie ładnie i jest mydło, mega!", 0
"Jebany dramat, kurwa, brak spłuczki i smród jak w oborze!", 1
"Nie ma śladu po poprzednich użytkownikach, szanuję mocno!", 0
"Pierdolona katastrofa, lepiej nasrać w lesie!", 1
"Pachnie, lśni, czysto – nic dodać, nic ująć.", 0
"Jebana tragedia, jebie jakby ktoś tu zdechł!", 1
"Nawet muzyka w tle sprawia, że korzystanie jest przyjemne.", 0
"Nie wierzę, jebane gówno na desce, serio?", 1
"Toaleta wymiata, jest nawet ciepła woda, mega pozytyw!", 0
"Gówniana organizacja, lepiej iść na dwór!", 1
"Nie spodziewałem się takiej jakości, wow!", 0
"Jebany dramat, kurwa, brak spłuczki i smród jak w oborze!", 1
"Pachnie, lśni, czysto – nic dodać, nic ująć.", 0
"Jebana tragedia, jebie jakby ktoś tu zdechł!", 1
"Wszystko działa jak złoto, spłuczka chodzi jak w zegarku!", 0
"Jebana tragedia, jebie jakby ktoś tu zdechł!", 1
"Wszystko działa na czujniki, super nowoczesne.", 0
"Jebana tragedia, jebie jakby ktoś tu zdechł!", 1
"Kibelek wygląda jak nowy, totalny luksus.", 0
"Nie da się tu oddychać, jebany gaz bojowy!", 1
"No powiem Ci, że ta kibelkowa strefa to złoto!", 0
"Kurwa, co za jebane szambo, jebie jak w chlewie!", 1
"Toaleta wygląda lepiej niż w większości mieszkań.", 0
"Wchodzisz i jebie cię w twarz fala gówna!", 1
"Wszystko działa na czujniki, super nowoczesne.", 0
"Jebany dramat, kurwa, brak spłuczki i smród jak w oborze!", 1
"Nie spodziewałem się, że będzie tak dobrze, totalny sztos.", 0
"Smród na poziomie jebanego wysypiska!", 1
"Wchodzisz i masz wrażenie, że to łazienka w pięciogwiazdkowym hotelu.", 0
"Nie wierzę, jebane gówno na desce, serio?", 1
"Nie spodziewałem się takiej jakości, wow!", 0
"Jak można tak zjebać toaletę, jebane dno!", 1
"Nie ma śladu po poprzednich użytkownikach, szanuję mocno!", 0
"Smród na poziomie jebanego wysypiska!", 1
"No powiem Ci, że ta kibelkowa strefa to złoto!", 0
"Nie wierzę, jebane gówno na desce, serio?", 1
"Toaleta wymiata, jest nawet ciepła woda, mega pozytyw!", 0
"Czysty pierdolony horror, jebana jaskinia gówna!", 1
"Kibelek wygląda jak nowy, totalny luksus.", 0
"Nie da się tu oddychać, jebany gaz bojowy!", 1
"Lśniąca podłoga, błyszczące krany – wow!", 0
"Totalny burdel, jebane ściany obsikane na złoto!", 1
"Bez kolejek, wszystko w porządku, spoko miejsce.", 0
"Totalny burdel, jebane ściany obsikane na złoto!", 1
"Wszystko działa na czujniki, super nowoczesne.", 0
"Ja pierdolę, jebie tak, że aż oczy łzawią!", 1
"Wszystko git, pachnie ładnie i jest mydło, mega!", 0
"Czysty pierdolony horror, jebana jaskinia gówna!", 1
"Mega czysta toaleta, serio sztos!", 0
"Nie da się tu oddychać, jebany gaz bojowy!", 1
"Mega przypał, jak czysto!", 0
"Smród na poziomie jebanego wysypiska!", 1
"Nawet muzyka w tle sprawia, że korzystanie jest przyjemne.", 0
"Jak można tak zjebać toaletę, jebane dno!", 1
"Lśniąca podłoga, błyszczące krany – wow!", 0
"Kibel jak z horroru, jebane średniowiecze!", 1
"Mydło pachnie jak kokos, totalnie na plus.", 0
"Smród na poziomie jebanego wysypiska!", 1
"Najlepsza toaleta, w jakiej byłem, zero przypału!", 0
"Ja pierdolę, jebie tak, że aż oczy łzawią!", 1
"Kibelek wygląda jak nowy, totalny luksus.", 0
"Wchodzisz i jebie cię w twarz fala gówna!", 1
"Toaleta wygląda lepiej niż w większości mieszkań.", 0
"Jebany dramat, kurwa, brak spłuczki i smród jak w oborze!", 1
"Super zapach, jak w jakimś luksusowym hotelu!", 0
"Pierdolona katastrofa, lepiej nasrać w lesie!", 1
"Super zapach, jak w jakimś luksusowym hotelu!", 0
"Jebana patologia, wszędzie mocz i brak papieru!", 1
"Mydło pachnie jak kokos, totalnie na plus.", 0
"No serio, jebany brak higieny, dramat na maxa!", 1
"Toaleta wygląda lepiej niż w większości mieszkań.", 0
"Czysty pierdolony horror, jebana jaskinia gówna!", 1
"Nie spodziewałem się takiej jakości, wow!", 0
"Gówniana organizacja, lepiej iść na dwór!", 1
"Wszystko działa na czujniki, super nowoczesne.", 0
"Smród na poziomie jebanego wysypiska!", 1
"Super zapach, jak w jakimś luksusowym hotelu!", 0
"Jebana tragedia, jebie jakby ktoś tu zdechł!", 1
"Najbardziej komfortowa publiczna toaleta, serio.", 0
"Kurwa, jebie tu jak z rynsztoka!", 1
"Super zapach, jak w jakimś luksusowym hotelu!", 0
"Ja pierdolę, jebie tak, że aż oczy łzawią!", 1
"Wszystko działa jak złoto, spłuczka chodzi jak w zegarku!", 0
"Kibel jak z horroru, jebane średniowiecze!", 1
"Wchodzisz i czujesz zapach lawendy, super uczucie!", 0
"Ja pierdolę, jebie tak, że aż oczy łzawią!", 1
"Kibelek wygląda jak nowy, totalny luksus.", 0
"Smród na poziomie jebanego wysypiska!", 1
"Najlepsza toaleta, w jakiej byłem, zero przypału!", 0
"Totalna porażka, jebane gówno na podłodze!", 1
"Bez kolejek, wszystko w porządku, spoko miejsce.", 0
"Kurwa, co za jebane szambo, jebie jak w chlewie!", 1
"Nie ma śladu po poprzednich użytkownikach, szanuję mocno!", 0
"Obsługa ma to w dupie, jebane olewactwo!", 1
"Nie spodziewałem się, że będzie tak dobrze, totalny sztos.", 0
"Jebana patologia, wszędzie mocz i brak papieru!", 1
"Nie spodziewałem się, że będzie tak dobrze, totalny sztos.", 0
"Jebana toaleta dla trolli, pierdolony burdel!", 1
"Najbardziej komfortowa publiczna toaleta, serio.", 0
"Czysty pierdolony horror, jebana jaskinia gówna!", 1
"Wchodzisz i czujesz zapach lawendy, super uczucie!", 0
"Jebana patologia, wszędzie mocz i brak papieru!", 1
"Pachnie, lśni, czysto – nic dodać, nic ująć.", 0
"No serio, jebany brak higieny, dramat na maxa!", 1
"Wszystko git, pachnie ładnie i jest mydło, mega!", 0
"Nie da się tu oddychać, jebany gaz bojowy!", 1
"Toaleta wygląda lepiej niż w większości mieszkań.", 0
"Totalna porażka, jebane gówno na podłodze!", 1
"Super zapach, jak w jakimś luksusowym hotelu!", 0
"Gówniana organizacja, lepiej iść na dwór!", 1
"Wchodzisz i masz wrażenie, że to łazienka w pięciogwiazdkowym hotelu.", 0
"Nie da się tu oddychać, jebany gaz bojowy!", 1
"Mega czysta toaleta, serio sztos!", 0
"Pierdolona katastrofa, lepiej nasrać w lesie!", 1
"Toaleta wygląda lepiej niż w większości mieszkań.", 0
"Ja pierdolę, czy tu nikt nigdy nie sprząta?", 1
"Bez kolejek, wszystko w porządku, spoko miejsce.", 0
"Jebana tragedia, jebie jakby ktoś tu zdechł!", 1
"Nie spodziewałem się takiej jakości, wow!", 0
"Jak można tak zjebać toaletę, jebane dno!", 1
"Toaleta wymiata, jest nawet ciepła woda, mega pozytyw!", 0
"Ja pierdolę, jebie tak, że aż oczy łzawią!", 1
"Super zapach, jak w jakimś luksusowym hotelu!", 0
"Kurwa, wszędzie sraka, kto tu, kurwa, srał?", 1
"No powiem Ci, że ta kibelkowa strefa to złoto!", 0
"Jebany dramat, kurwa, brak spłuczki i smród jak w oborze!", 1
"Wszystko działa na czujniki, super nowoczesne.", 0
"Jebana toaleta dla trolli, pierdolony burdel!", 1
"Mega przypał, jak czysto!", 0
"Kurwa, jebie tu jak z rynsztoka!", 1
"Mega czysta toaleta, serio sztos!", 0
"Kurwa, co za jebane szambo, jebie jak w chlewie!", 1
"Toaleta sztosiwo, wchodzisz i czujesz się jak VIP.", 0
"Jebany dramat, kurwa, brak spłuczki i smród jak w oborze!", 1
"Pachnie, lśni, czysto – nic dodać, nic ująć.", 0
"Ja pierdolę, jebie tak, że aż oczy łzawią!", 1
"Mega czysta toaleta, serio sztos!", 0
"Totalna porażka, jebane gówno na podłodze!", 1
"Nie ma śladu po poprzednich użytkownikach, szanuję mocno!", 0
"Gówniana organizacja, lepiej iść na dwór!", 1
"Nawet muzyka w tle sprawia, że korzystanie jest przyjemne.", 0
"Smród na poziomie jebanego wysypiska!", 1
"Nawet muzyka w tle sprawia, że korzystanie jest przyjemne.", 0
"Jebana toaleta dla trolli, pierdolony burdel!", 1
"Mega przypał, jak czysto!", 0
"Jebana patologia, wszędzie mocz i brak papieru!", 1
"Nawet muzyka w tle sprawia, że korzystanie jest przyjemne.", 0
"Mega syf, jebana melina, ściany upierdolone gównem!", 1
"Nawet muzyka w tle sprawia, że korzystanie jest przyjemne.", 0
"Ja pierdolę, czy tu nikt nigdy nie sprząta?", 1
"Mega czysta toaleta, serio sztos!", 0
"Gówniana organizacja, lepiej iść na dwór!", 1
"Wszystko działa jak złoto, spłuczka chodzi jak w zegarku!", 0
"Kurwa, co za jebane szambo, jebie jak w chlewie!", 1
"Wchodzisz i masz wrażenie, że to łazienka w pięciogwiazdkowym hotelu.", 0
"No serio, jebany brak higieny, dramat na maxa!", 1
"Toaleta wygląda lepiej niż w większości mieszkań.", 0
"Jebana patologia, wszędzie mocz i brak papieru!", 1
"Toaleta sztosiwo, wchodzisz i czujesz się jak VIP.", 0
"Totalny burdel, jebane ściany obsikane na złoto!", 1
"Wszystko działa jak złoto, spłuczka chodzi jak w zegarku!", 0
"Totalna porażka, jebane gówno na podłodze!", 1
"Toaleta wymiata, jest nawet ciepła woda, mega pozytyw!", 0
"Kurwa, jebie tu jak z rynsztoka!", 1
"Wszystko działa jak złoto, spłuczka chodzi jak w zegarku!", 0
"Kurwa, wszędzie sraka, kto tu, kurwa, srał?", 1
"Nie spodziewałem się takiej jakości, wow!", 0
"Kurwa, jebie tu jak z rynsztoka!", 1
"No powiem Ci, że ta kibelkowa strefa to złoto!", 0
"Nie da się tu oddychać, jebany gaz bojowy!", 1
"Mega czysta toaleta, serio sztos!", 0
"Toaleta dla pojebanych, serio, dramat!", 1
"Najlepsza toaleta, w jakiej byłem, zero przypału!", 0
"Kibel jak z horroru, jebane średniowiecze!", 1
"Wszystko działa na czujniki, super nowoczesne.", 0
"Kurwa, wszędzie sraka, kto tu, kurwa, srał?", 1
"Najlepsza toaleta, w jakiej byłem, zero przypału!", 0
"Pierdolona katastrofa, lepiej nasrać w lesie!", 1
"Lśniąca podłoga, błyszczące krany – wow!", 0
"Kurwa, wszędzie sraka, kto tu, kurwa, srał?", 1
"Nie spodziewałem się takiej jakości, wow!", 0
"Czysty pierdolony horror, jebana jaskinia gówna!", 1
"Toaleta sztosiwo, wchodzisz i czujesz się jak VIP.", 0
"Wchodzisz i jebie cię w twarz fala gówna!", 1
"Wchodzisz i masz wrażenie, że to łazienka w pięciogwiazdkowym hotelu.", 0
"Jebana tragedia, jebie jakby ktoś tu zdechł!", 1
"Toaleta sztosiwo, wchodzisz i czujesz się jak VIP.", 0
"Jak można tak zjebać toaletę, jebane dno!", 1
"Obsługa robi robotę, widać że sprzątają na bieżąco.", 0
"Nie wierzę, jebane gówno na desce, serio?", 1
"Toaleta sztosiwo, wchodzisz i czujesz się jak VIP.", 0
"Mega syf, jebana melina, ściany upierdolone gównem!", 1
"Nie spodziewałem się, że będzie tak dobrze, totalny sztos.", 0
"Pierdolona katastrofa, lepiej nasrać w lesie!", 1
"Pachnie, lśni, czysto – nic dodać, nic ująć.", 0
"Pierdolona katastrofa, lepiej nasrać w lesie!", 1
"Nie ma śladu po poprzednich użytkownikach, szanuję mocno!", 0
"No serio, jebany brak higieny, dramat na maxa!", 1
"Nawet muzyka w tle sprawia, że korzystanie jest przyjemne.", 0
"Jebany dramat, kurwa, brak spłuczki i smród jak w oborze!", 1
"No powiem Ci, że ta kibelkowa strefa to złoto!", 0
"Obsługa ma to w dupie, jebane olewactwo!", 1
"Mydło pachnie jak kokos, totalnie na plus.", 0
"Gówniana organizacja, lepiej iść na dwór!", 1
"Toaleta sztosiwo, wchodzisz i czujesz się jak VIP.", 0
"Kurwa, wszędzie sraka, kto tu, kurwa, srał?", 1
"Nie spodziewałem się takiej jakości, wow!", 0
"Toaleta dla pojebanych, serio, dramat!", 1
"Wszystko działa jak złoto, spłuczka chodzi jak w zegarku!", 0
"Totalna porażka, jebane gówno na podłodze!", 1
"Toaleta wymiata, jest nawet ciepła woda, mega pozytyw!", 0
"Kibel jak z horroru, jebane średniowiecze!", 1
"Nie spodziewałem się, że będzie tak dobrze, totalny sztos.", 0
"Jebana toaleta dla trolli, pierdolony burdel!", 1
"Wszystko działa jak złoto, spłuczka chodzi jak w zegarku!", 0
"Ja pierdolę, czy tu nikt nigdy nie sprząta?", 1
"No powiem Ci, że ta kibelkowa strefa to złoto!", 0
"Obsługa ma to w dupie, jebane olewactwo!", 1
"Wchodzisz i masz wrażenie, że to łazienka w pięciogwiazdkowym hotelu.", 0
"Mega syf, jebana melina, ściany upierdolone gównem!", 1
"Toaleta sztosiwo, wchodzisz i czujesz się jak VIP.", 0
"Gówniana organizacja, lepiej iść na dwór!", 1
"Wszystko działa jak złoto, spłuczka chodzi jak w zegarku!", 0
"Totalna porażka, jebane gówno na podłodze!", 1
"Mega czysta toaleta, serio sztos!", 0
"Jebana patologia, wszędzie mocz i brak papieru!", 1
"Mydło pachnie jak kokos, totalnie na plus.", 0
"Obsługa ma to w dupie, jebane olewactwo!", 1
"Mydło pachnie jak kokos, totalnie na plus.", 0
"Kurwa, jebie tu jak z rynsztoka!", 1
"Nie spodziewałem się takiej jakości, wow!", 0
"Gówniana organizacja, lepiej iść na dwór!", 1
"Bez kolejek, wszystko w porządku, spoko miejsce.", 0
"Pierdolona katastrofa, lepiej nasrać w lesie!", 1
"Toaleta wymiata, jest nawet ciepła woda, mega pozytyw!", 0
"No serio, jebany brak higieny, dramat na maxa!", 1
"Nie ma śladu po poprzednich użytkownikach, szanuję mocno!", 0
"Kurwa, jebie tu jak z rynsztoka!", 1
"Nie spodziewałem się takiej jakości, wow!", 0
"Ja pierdolę, czy tu nikt nigdy nie sprząta?", 1
"Wszystko działa na czujniki, super nowoczesne.", 0
"Mega syf, jebana melina, ściany upierdolone gównem!", 1
"Mega przypał, jak czysto!", 0
"Kurwa, wszędzie sraka, kto tu, kurwa, srał?", 1
"Kibelek wygląda jak nowy, totalny luksus.", 0
"Smród na poziomie jebanego wysypiska!", 1
"Mega czysta toaleta, serio sztos!", 0
"Ja pierdolę, czy tu nikt nigdy nie sprząta?", 1
"Wchodzisz i czujesz zapach lawendy, super uczucie!", 0
"Jebana patologia, wszędzie mocz i brak papieru!", 1
"Wszystko działa na czujniki, super nowoczesne.", 0
"Jak można tak zjebać toaletę, jebane dno!", 1
"Najlepsza toaleta, w jakiej byłem, zero przypału!", 0
"Kurwa, wszędzie sraka, kto tu, kurwa, srał?", 1
"Mydło pachnie jak kokos, totalnie na plus.", 0
"Nie da się tu oddychać, jebany gaz bojowy!", 1
"Super zapach, jak w jakimś luksusowym hotelu!", 0
"No serio, jebany brak higieny, dramat na maxa!", 1
"Wszystko działa jak złoto, spłuczka chodzi jak w zegarku!", 0
"Obsługa ma to w dupie, jebane olewactwo!", 1
"Toaleta wygląda lepiej niż w większości mieszkań.", 0
"Pierdolona katastrofa, lepiej nasrać w lesie!", 1
"Nie spodziewałem się, że będzie tak dobrze, totalny sztos.", 0
"Obsługa ma to w dupie, jebane olewactwo!", 1
"No powiem Ci, że ta kibelkowa strefa to złoto!", 0
"Jebany dramat, kurwa, brak spłuczki i smród jak w oborze!", 1
"Toaleta wygląda lepiej niż w większości mieszkań.", 0
"Wchodzisz i jebie cię w twarz fala gówna!", 1
"Nawet muzyka w tle sprawia, że korzystanie jest przyjemne.", 0
"No serio, jebany brak higieny, dramat na maxa!", 1
"Wszystko działa na czujniki, super nowoczesne.", 0
"Kurwa, jebie tu jak z rynsztoka!", 1
"Bez kolejek, wszystko w porządku, spoko miejsce.", 0
"Nie da się tu oddychać, jebany gaz bojowy!", 1
"Nie spodziewałem się, że będzie tak dobrze, totalny sztos.", 0
"Nie da się tu oddychać, jebany gaz bojowy!", 1
"Mega przypał, jak czysto!", 0
"Jebany dramat, kurwa, brak spłuczki i smród jak w oborze!", 1
"Nie spodziewałem się, że będzie tak dobrze, totalny sztos.", 0
"Smród na poziomie jebanego wysypiska!", 1
"Bez kolejek, wszystko w porządku, spoko miejsce.", 0
"Nie wierzę, jebane gówno na desce, serio?", 1
"Wchodzisz i czujesz zapach lawendy, super uczucie!", 0
"Jebana tragedia, jebie jakby ktoś tu zdechł!", 1
"Wszystko działa na czujniki, super nowoczesne.", 0
"Toaleta dla pojebanych, serio, dramat!", 1
"Toaleta wygląda lepiej niż w większości mieszkań.", 0
"Totalna porażka, jebane gówno na podłodze!", 1
"Obsługa robi robotę, widać że sprzątają na bieżąco.", 0
